wallet,timing_class,first_buy_ts,first_buy_utc,first_buy_days_before_migration,last_buy_ts,last_buy_utc,last_buy_minutes_before_migration,buy_count_prebond,sell_count_prebond,buy_tokens_prebond,sell_tokens_prebond,net_tokens_prebond,buy_sol_prebond,sell_sol_prebond,buy_usd_prebond,sell_usd_prebond,maker_tags,maker_token_tags,maker_event_tags,gmgn_total_trade_snapshot,gmgn_realized_profit_snapshot,gmgn_unrealized_profit_snapshot,buy_sol_7d,buy_tokens_7d,net_tokens_7d,buy_count_7d,buy_sol_24h,buy_tokens_24h,net_tokens_24h,buy_count_24h,buy_sol_6h,buy_tokens_6h,net_tokens_6h,buy_count_6h,buy_sol_1h,buy_tokens_1h,net_tokens_1h,buy_count_1h,buy_sol_30m,buy_tokens_30m,net_tokens_30m,buy_count_30m,buy_sol_10m,buy_tokens_10m,net_tokens_10m,buy_count_10m,launch_bundle,late_signal_score,currently_top_holder,holder_token_account,holder_rank,holder_addr_type,holder_exchange,holder_current_balance,holder_current_supply_pct,holder_current_usd_value,holder_start_holding_ts,holder_start_holding_utc,holder_start_minutes_before_migration,holder_holder_timing_class,holder_is_on_curve,holder_is_new,holder_is_suspicious,holder_transfer_in,holder_buy_volume_cur,holder_buy_amount_cur,holder_sell_volume_cur,holder_sell_amount_cur,holder_buy_tx_count_cur,holder_sell_tx_count_cur,holder_history_bought_cost,holder_history_sold_income,holder_profit,holder_profit_change,holder_realized_profit,holder_unrealized_profit,holder_avg_cost,holder_avg_sold,holder_native_funder,holder_native_funding_amount,holder_native_funding_ts,holder_native_funding_utc,holder_native_funding_tx,holder_token_transfer_type,holder_tags,holder_maker_token_tags,holder_gmgn_name,holder_gmgn_twitter_username,holder_wallet_created_ts,holder_wallet_created_utc
2dqe7VxbsajyPU1nVAJhgQYC2yGGEZLJJwW2yeNCq9rt,hour-before,1787263260,2026-08-20T22:01:00+00:00,0.02559,1787263260,2026-08-20T22:01:00+00:00,36.85,1,0,10672239.174135,0,10672239.174135,1.846214855,0,161.52533766395,0,axiom,bundler,,13,927.80565418273,0.0,1.846214855,10672239.174135,10672239.174135,1,1.846214855,10672239.174135,10672239.174135,1,1.846214855,10672239.174135,10672239.174135,1,1.846214855,10672239.174135,10672239.174135,1,0,0,0,0,0,0,0,0,False,67.904899679135,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FZU56d9iPqohXM5XBrYYBZLi2UoUnZT4V5Qf2631tEzb,hour-before,1787262092,2026-08-20T21:41:32+00:00,0.03911,1787262092,2026-08-20T21:41:32+00:00,56.317,1,0,21213948.75544,0,21213948.75544,1.48148148,0,129.7185183888,0,"axiom,bullx,padre","bundler,top_holder",,14,10885.384829697376,0.0,1.48148148,21213948.75544,21213948.75544,1,1.48148148,21213948.75544,21213948.75544,1,1.48148148,21213948.75544,21213948.75544,1,1.48148148,21213948.75544,21213948.75544,1,0,0,0,0,0,0,0,0,False,67.13987463544001,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9G7Vq23iCSq2GmY94exbpzckbS4UDSPt3nTn98b72bxM,hour-before,1787262926,2026-08-20T21:55:26+00:00,0.02946,1787262926,2026-08-20T21:55:26+00:00,42.417,1,0,11752744.639655,0,11752744.639655,1.779251023,0,155.64887949204,0,"axiom,smart_degen",bundler,,42,2517.82306417869,0.0,1.779251023,11752744.639655,11752744.639655,1,1.779251023,11752744.639655,11752744.639655,1,1.779251023,11752744.639655,11752744.639655,1,1.779251023,11752744.639655,11752744.639655,1,0,0,0,0,0,0,0,0,False,66.909526352655,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5Qn8BSBuyopW4KLiwaauwotHbCViVuxLiZ6dRU6XJTm4,final-ten-minutes,1787265411,2026-08-20T22:36:51+00:00,0.00069,1787265411,2026-08-20T22:36:51+00:00,1.0,1,0,4808580.647619,0,4808580.647619,1.685445074,0,147.24048166464,0,fomo,,,18,5568.74882659236,0.0,1.685445074,4808580.647619,4808580.647619,1,1.685445074,4808580.647619,4808580.647619,1,1.685445074,4808580.647619,4808580.647619,1,1.685445074,4808580.647619,4808580.647619,1,1.685445074,4808580.647619,4808580.647619,1,1.685445074,4808580.647619,4808580.647619,1,False,65.484603311619,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7g1wYkndRzyGrjRjfHBPiENQCYhTJUJ7cwyDSxbE2sg6,final-ten-minutes,1787265430,2026-08-20T22:37:10+00:00,0.00047,1787265430,2026-08-20T22:37:10+00:00,0.683,1,0,4584966.735499,0,4584966.735499,1.681964525,0,146.9027816135,0,,,,14,5236.618346524461,0.0,1.681964525,4584966.735499,4584966.735499,1,1.681964525,4584966.735499,4584966.735499,1,1.681964525,4584966.735499,4584966.735499,1,1.681964525,4584966.735499,4584966.735499,1,1.681964525,4584966.735499,4584966.735499,1,1.681964525,4584966.735499,4584966.735499,1,False,65.13568963549899,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BArssVeh2wfRuLtH3LEZtdWnroS5dRuJNno9FMUCZtCK,final-ten-minutes,1787265452,2026-08-20T22:37:32+00:00,0.00022,1787265452,2026-08-20T22:37:32+00:00,0.317,1,0,4289476.215147,0,4289476.215147,1.685815519,0,147.25598558465,0,"fomo,fresh_wallet",,,6,512.46021459788,0.0,1.685815519,4289476.215147,4289476.215147,1,1.685815519,4289476.215147,4289476.215147,1,1.685815519,4289476.215147,4289476.215147,1,1.685815519,4289476.215147,4289476.215147,1,1.685815519,4289476.215147,4289476.215147,1,1.685815519,4289476.215147,4289476.215147,1,False,64.978834899147,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXa2FT9Kc1n8aLZZq296XfcJXdh3yDVDNnsftKcXdDxo,hour-before,1787262955,2026-08-20T21:55:55+00:00,0.02912,1787263053,2026-08-20T21:57:33+00:00,40.3,2,3,12614284.772117,9350338.58733,3263946.1847869996,1.975308639,2.379897321,172.79506146813003,207.88010630872,gmgn,bundler,,21,555.9144500638,0.0,1.975308639,12614284.772117,3263946.1847869996,2,1.975308639,12614284.772117,3263946.1847869996,2,1.975308639,12614284.772117,3263946.1847869996,2,1.975308639,12614284.772117,3263946.1847869996,2,0,0,-3043196.201272,0,0,0,-3043196.201272,0,False,64.498513993787,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT7zD6eqHfq5AN7L1m1Yxa5PZp4UJYR9KKwTJCpC3hgE,hour-before,1787262955,2026-08-20T21:55:55+00:00,0.02912,1787263053,2026-08-20T21:57:33+00:00,40.3,2,3,12187045.931141,9033647.796457,3153398.134684,1.975308639,2.258518672,172.79506146813003,197.27862490772,gmgn,bundler,,21,529.48277351485,0.0,1.975308639,12187045.931141,3153398.134684,2,1.975308639,12187045.931141,3153398.134684,2,1.975308639,12187045.931141,3153398.134684,2,1.975308639,12187045.931141,3153398.134684,2,0,0,-2940124.830887,0,0,0,-2940124.830887,0,False,64.38796594368401,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NhNKXi1r4W6HCwbyNDY5WFHcgsboUbLjB13byb9gG2F,hour-before,1787262092,2026-08-20T21:41:32+00:00,0.03911,1787262092,2026-08-20T21:41:32+00:00,56.317,1,0,20790941.187287,0,20790941.187287,1.283950617,0,112.42271602452,0,,"bundler,top_holder",,24,2777.82660211253,0.0,1.283950617,20790941.187287,20790941.187287,1,1.283950617,20790941.187287,20790941.187287,1,1.283950617,20790941.187287,20790941.187287,1,1.283950617,20790941.187287,20790941.187287,1,0,0,0,0,0,0,0,0,False,60.593410314287,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2ce9tZ9h6oeuMpgNbGejRTCP7J7xGPkoRY3rLPvHPb9b,hour-before,1787263260,2026-08-20T22:01:00+00:00,0.02559,1787263260,2026-08-20T22:01:00+00:00,36.85,1,0,9142322.171724,0,9142322.171724,1.656715597,0,144.94604758153,0,axiom,bundler,,18,1726.19697346325,0.0,1.656715597,9142322.171724,9142322.171724,1,1.656715597,9142322.171724,9142322.171724,1,1.656715597,9142322.171724,9142322.171724,1,1.656715597,9142322.171724,9142322.171724,1,0,0,0,0,0,0,0,0,False,60.500505678724004,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5impjPp4Aj5Emr8LyrqZEGY7uNW9pMpBnfG5CaqvJrSe,final-ten-minutes,1787265417,2026-08-20T22:36:57+00:00,0.00063,1787265417,2026-08-20T22:36:57+00:00,0.9,1,0,4398333.261757,0,4398333.261757,1.496296296,0,130.7014814556,0,"axiom,padre,smart_degen",bundler,,11,133.21962752596,0.0,1.496296296,4398333.261757,4398333.261757,1,1.496296296,4398333.261757,4398333.261757,1,1.496296296,4398333.261757,4398333.261757,1,1.496296296,4398333.261757,4398333.261757,1,1.496296296,4398333.261757,4398333.261757,1,1.496296296,4398333.261757,4398333.261757,1,False,58.264999917757,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BdebBN3V55KzpWX7TTdPdYVzca132Z4UavWJFi1BaLsc,final-ten-minutes,1787265417,2026-08-20T22:36:57+00:00,0.00063,1787265417,2026-08-20T22:36:57+00:00,0.9,1,0,4191702.222542,0,4191702.222542,1.466666666,0,128.1133332751,0,"axiom,padre",bundler,,11,117.37962353668,0.0,1.466666666,4191702.222542,4191702.222542,1,1.466666666,4191702.222542,4191702.222542,1,1.466666666,4191702.222542,4191702.222542,1,1.466666666,4191702.222542,4191702.222542,1,1.466666666,4191702.222542,4191702.222542,1,1.466666666,4191702.222542,4191702.222542,1,False,56.991702198542,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36EHKsf4ceNaPo2kjWp5GXVncVGgS4nwmbkfVrJCFpUs,hour-before,1787262092,2026-08-20T21:41:32+00:00,0.03911,1787262092,2026-08-20T21:41:32+00:00,56.317,1,0,22008198.446277,0,22008198.446277,1.117181018,0,97.82036993608,0,"axiom,fomo","bundler,top_holder",,22,14202.95613741986,0.0,1.117181018,22008198.446277,22008198.446277,1,1.117181018,22008198.446277,22008198.446277,1,1.117181018,22008198.446277,22008198.446277,1,1.117181018,22008198.446277,22008198.446277,1,0,0,0,0,0,0,0,0,False,56.64081000427699,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3tgpbmw99da6WFPfPh7uRPMLpEhSjuj8JMRXrPD2wiYA,hour-before,1787262096,2026-08-20T21:41:36+00:00,0.03906,1787262144,2026-08-20T21:42:24+00:00,55.45,2,0,14538042.022454,0,14538042.022454,1.272506412,0,111.45274630728,0,axiom,bundler,,17,5481.26307574815,0.0,1.272506412,14538042.022454,14538042.022454,2,1.272506412,14538042.022454,14538042.022454,2,1.272506412,14538042.022454,14538042.022454,2,1.272506412,14538042.022454,14538042.022454,2,0,0,0,0,0,0,0,0,False,53.985740794453996,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9iFgPXwrU6GToh3VW9TN1QG7QecYhJJXb4RLSHzpEoLb,day-before,1787242437,2026-08-20T16:13:57+00:00,0.2666,1787242437,2026-08-20T16:13:57+00:00,383.9,1,0,37631884.430905,0,37631884.430905,1.141372675,0,99.52769726,0,axiom,"bundler,top_holder",,135,12239.189212712054,0.0,1.141372675,37631884.430905,37631884.430905,1,1.141372675,37631884.430905,37631884.430905,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,53.611101880905,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68LXVGnBQny6T2LaizJdp1hybKShdGZnZwnsjxbLZFAF,hour-before,1787264287,2026-08-20T22:18:07+00:00,0.0137,1787264287,2026-08-20T22:18:07+00:00,19.733,1,1,8072009.035445,4036004.517722,4036004.517723,1.544365311,1.211391741,134.96208452829,105.89986599822,,,,12,671.14519761966,0.0,1.544365311,8072009.035445,4036004.517723,1,1.544365311,8072009.035445,4036004.517723,1,1.544365311,8072009.035445,4036004.517723,1,1.544365311,8072009.035445,4036004.517723,1,1.544365311,8072009.035445,4036004.517723,1,0,0,-4036004.517722,0,False,51.911329158723,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FHgfsbUcqdd9iXY75yN2KErCnVsxNYwo486nYzFuTVc8,hour-before,1787262096,2026-08-20T21:41:36+00:00,0.03906,1787262144,2026-08-20T21:42:24+00:00,55.45,2,0,13486367.251006,0,13486367.251006,1.14676352,0,100.43827957528,0,axiom,bundler,,16,3817.9254880852,0.0,1.14676352,13486367.251006,13486367.251006,2,1.14676352,13486367.251006,13486367.251006,2,1.14676352,13486367.251006,13486367.251006,2,1.14676352,13486367.251006,13486367.251006,2,0,0,0,0,0,0,0,0,False,49.036036371006,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6dtUFfjQfQ35tkwGRMs3NFsF9sYn3mRV4UtGaC4uBh8J,hour-before,1787262096,2026-08-20T21:41:36+00:00,0.03906,1787262144,2026-08-20T21:42:24+00:00,55.45,2,0,12473886.499117,0,12473886.499117,1.1431729320000001,0,100.12343042372,0,axiom,bundler,,8,4120.912147504,0.0,1.1431729320000001,12473886.499117,12473886.499117,2,1.1431729320000001,12473886.499117,12473886.499117,2,1.1431729320000001,12473886.499117,12473886.499117,2,1.1431729320000001,12473886.499117,12473886.499117,2,0,0,0,0,0,0,0,0,False,47.912247391117006,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3DEi7MwE6VGSGFuGsszsETb9cZCc7nW3V1AGUNPFRpy5,six-hours-before,1787254243,2026-08-20T19:30:43+00:00,0.12995,1787254244,2026-08-20T19:30:44+00:00,187.117,2,1,36429620.549042,36429620.549042,0.0,1.995061726,2.087729579,174.11901213664999,182.36317872565,padre,"bundler,top_holder",,3,0.18165226305,0.0,1.995061726,36429620.549042,0.0,2,1.995061726,36429620.549042,0.0,2,1.995061726,36429620.549042,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,False,47.881481424,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F5CymCUo7E2MQGxfYFxBSTk6PaBbQyqMporpPdu6iWF9,hour-before,1787262096,2026-08-20T21:41:36+00:00,0.03906,1787262144,2026-08-20T21:42:24+00:00,55.45,2,0,11815639.599243999,0,11815639.599243999,1.1476974850000001,0,100.52013390275,0,axiom,bundler,,31,18948.20927741301,0.0,1.1476974850000001,11815639.599243999,11815639.599243999,2,1.1476974850000001,11815639.599243999,11815639.599243999,2,1.1476974850000001,11815639.599243999,11815639.599243999,2,1.1476974850000001,11815639.599243999,11815639.599243999,2,0,0,0,0,0,0,0,0,False,47.394261634244,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BpNNbWWjw7JmUhvHedXxg5T3Bw4NbgpFmkUm7ZqUPj2F,hour-before,1787264060,2026-08-20T22:14:20+00:00,0.01633,1787264167,2026-08-20T22:16:07+00:00,21.733,2,0,6982672.516882,0,6982672.516882,1.298857618,0,113.48119008466,0,,,,3,-37.67583120206136,0.0,1.298857618,6982672.516882,6982672.516882,2,1.298857618,6982672.516882,6982672.516882,2,1.298857618,6982672.516882,6982672.516882,2,1.298857618,6982672.516882,6982672.516882,2,1.298857618,6982672.516882,6982672.516882,2,0,0,0,0,False,47.247258674882,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DePxtKV64QagrqRECzPwNUUexSG26whjmxS8bXMG86YV,hour-before,1787262141,2026-08-20T21:42:21+00:00,0.03854,1787262141,2026-08-20T21:42:21+00:00,55.5,1,1,15030973.631829,15030973.631829,0.0,1.518518518,1.473513125,132.9462962509,128.9913389625,"axiom,kol,padre",bundler,,2,-11.02379859426,0.0,1.518518518,15030973.631829,0.0,1,1.518518518,15030973.631829,0.0,1,1.518518518,15030973.631829,0.0,1,1.518518518,15030973.631829,0.0,1,0,0,0,0,0,0,0,0,False,47.074074057999994,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57rXqaQsvgyBKwebP2StfqQeCBjBS4jsrZFJN5aU2V9b,six-hours-before,1787254243,2026-08-20T19:30:43+00:00,0.12995,1787254244,2026-08-20T19:30:44+00:00,187.117,2,1,35880797.027356,35880797.027356,0.0,1.955555554,1.8712887,170.67111097535002,163.457067945,padre,"bundler,top_holder",,3,-14.93603320415,0.0,1.955555554,35880797.027356,0.0,2,1.955555554,35880797.027356,0.0,2,1.955555554,35880797.027356,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,False,46.933333296,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2nUYPPquXXRm1zzkz2qnBnug9DVbRELmGFUbGc5it9aJ,hour-before,1787262664,2026-08-20T21:51:04+00:00,0.03249,1787262664,2026-08-20T21:51:04+00:00,46.783,1,1,13112425.652925,13112425.652925,0.0,1.486835488,1.508925997,130.15757861952,132.15173881726,"axiom,fresh_wallet",bundler,,2,-0.50040519604,0.0,1.486835488,13112425.652925,0.0,1,1.486835488,13112425.652925,0.0,1,1.486835488,13112425.652925,0.0,1,1.486835488,13112425.652925,0.0,1,0,0,0,0,0,0,0,0,False,46.091900128,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JkM15XE8Ztqo7LemTgRt1zmJRqY5KxQLQdgC7cAZTjY,hour-before,1787262532,2026-08-20T21:48:52+00:00,0.03402,1787262532,2026-08-20T21:48:52+00:00,48.983,1,1,10076128.637836,10076128.637836,0.0,1.466666666,1.475786638,128.45066660828,129.26415162242,"axiom,fresh_wallet",,,2,-1.68917726582,0.0,1.466666666,10076128.637836,0.0,1,1.466666666,10076128.637836,0.0,1,1.466666666,10076128.637836,0.0,1,1.466666666,10076128.637836,0.0,1,0,0,0,0,0,0,0,0,False,45.466666646,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3VjkDRH1M9mZ9gNfHWzTmSvydJ6CwXamsN74rndZrrpk,hour-before,1787262096,2026-08-20T21:41:36+00:00,0.03906,1787262144,2026-08-20T21:42:24+00:00,55.45,2,0,12749816.630679,0,12749816.630679,1.052850529,0,92.21261223483,0,axiom,bundler,,21,9312.365815565,0.0,1.052850529,12749816.630679,12749816.630679,2,1.052850529,12749816.630679,12749816.630679,2,1.052850529,12749816.630679,12749816.630679,2,1.052850529,12749816.630679,12749816.630679,2,0,0,0,0,0,0,0,0,False,45.388183029679006,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9H8xpLFE9p7kHDJG3S2JLqigy1VuvuohgFfECnVJtUBj,hour-before,1787262096,2026-08-20T21:41:36+00:00,0.03906,1787262144,2026-08-20T21:42:24+00:00,55.45,2,0,11488471.316913,0,11488471.316913,1.081453567,0,94.71857538257,0,axiom,bundler,,14,5031.15093937667,0.0,1.081453567,11488471.316913,11488471.316913,2,1.081453567,11488471.316913,11488471.316913,2,1.081453567,11488471.316913,11488471.316913,2,1.081453567,11488471.316913,11488471.316913,2,0,0,0,0,0,0,0,0,False,45.013531893913004,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3UAkRPgTQ8p8HzY81eVrjXAzCqmRTR8EJLQp89K75jMS,hour-before,1787262664,2026-08-20T21:51:04+00:00,0.03249,1787262664,2026-08-20T21:51:04+00:00,46.783,1,1,13399299.921384,13399299.921384,0.0,1.446497845,1.467461699,126.6264213513,128.52029559842,"axiom,fresh_wallet",bundler,,2,-0.53264648054,0.0,1.446497845,13399299.921384,0.0,1,1.446497845,13399299.921384,0.0,1,1.446497845,13399299.921384,0.0,1,1.446497845,13399299.921384,0.0,1,0,0,0,0,0,0,0,0,False,44.841433195,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BtLX5JSuc49SUygYD4rg264KPYtSa83yX6GxWGTEZhCi,hour-before,1787262141,2026-08-20T21:42:21+00:00,0.03854,1787262141,2026-08-20T21:42:21+00:00,55.5,1,1,13582578.384823,13582578.384823,0.0,1.444444443,1.400547849,126.46111098465,122.61796417995,"axiom,padre",bundler,,2,-10.8649092989,0.0,1.444444443,13582578.384823,0.0,1,1.444444443,13582578.384823,0.0,1,1.444444443,13582578.384823,0.0,1,1.444444443,13582578.384823,0.0,1,0,0,0,0,0,0,0,0,False,44.777777733,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728xaj3SmLWNoL2R4icM7ArJ9oVhpEpJMRCW5CrdWpq6,final-ten-minutes,1787265369,2026-08-20T22:36:09+00:00,0.00118,1787265369,2026-08-20T22:36:09+00:00,1.7,1,0,3895667.307932,0,3895667.307932,1.11951165,0,97.84531821,0,fomo,,,23,1019.2949565281011,0.0,1.11951165,3895667.307932,3895667.307932,1,1.11951165,3895667.307932,3895667.307932,1,1.11951165,3895667.307932,3895667.307932,1,1.11951165,3895667.307932,3895667.307932,1,1.11951165,3895667.307932,3895667.307932,1,1.11951165,3895667.307932,3895667.307932,1,False,44.198086707932,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FN5bhcBfv7sCtBMPHabu9H7JH8MwdbqfEdPieGMAJ25N,day-before,1787242538,2026-08-20T16:15:38+00:00,0.26543,1787242538,2026-08-20T16:15:38+00:00,382.217,1,0,27987789.411761,0,27987789.411761,1.011974402,0,88.21380862234,0,axiom,"bundler,top_holder",,10,3278.52758315241,0.0,1.011974402,27987789.411761,27987789.411761,1,1.011974402,27987789.411761,27987789.411761,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,42.155431039761,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bzzy8fSPnhWNMb8Rc3SkJGWoDMf9rs934bDRMRZPmCYT,day-before,1787242437,2026-08-20T16:13:57+00:00,0.2666,1787242437,2026-08-20T16:13:57+00:00,383.9,1,0,28444014.296418,0,28444014.296418,0.96961277,0,84.550233544,0,"axiom,launchpad_smart","bundler,top_holder",,155,31223.98338295487,0.0,0.96961277,28444014.296418,28444014.296418,1,0.96961277,28444014.296418,28444014.296418,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,42.018593076418,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FqNugk9kgbdAYPLKyLLLNUcJnWydEvjh2ejgM4Agwu2P,hour-before,1787263686,2026-08-20T22:08:06+00:00,0.02066,1787263885,2026-08-20T22:11:25+00:00,26.433,2,0,6128694.550403001,0,6128694.550403001,1.09511111,0,95.69452434734,0,axiom,bundler,,15,1633.66732608212,0.0,1.09511111,6128694.550403001,6128694.550403001,2,1.09511111,6128694.550403001,6128694.550403001,2,1.09511111,6128694.550403001,6128694.550403001,2,1.09511111,6128694.550403001,6128694.550403001,2,1.09511111,6128694.550403001,6128694.550403001,2,0,0,0,0,False,40.077138960403005,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7hxqezTccJ1s3sGegeYLCemdAEaCjemffuUVgy9UCtSt,final-ten-minutes,1787265377,2026-08-20T22:36:17+00:00,0.00109,1787265377,2026-08-20T22:36:17+00:00,1.567,1,0,3230409.625339,0,3230409.625339,0.98765432,0,86.320987568,0,gmgn,bundler,,5,5657.24010617946,0.0,0.98765432,3230409.625339,3230409.625339,1,0.98765432,3230409.625339,3230409.625339,1,0.98765432,3230409.625339,3230409.625339,1,0.98765432,3230409.625339,3230409.625339,1,0.98765432,3230409.625339,3230409.625339,1,0.98765432,3230409.625339,3230409.625339,1,False,38.785965145339,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cip99wg8DAMCRkk4eXLkv1jxmagwQ6Tuj8w1JGDQdY6y,day-before,1787242538,2026-08-20T16:15:38+00:00,0.26543,1787242538,2026-08-20T16:15:38+00:00,382.217,1,0,24583741.051804,0,24583741.051804,0.992390053,0,86.50664092001,0,axiom,"bundler,top_holder",,58,7066.52181424323,0.0,0.992390053,24583741.051804,24583741.051804,1,0.992390053,24583741.051804,24583741.051804,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,38.477201793804,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4UVJe7qxmUDwPaZP1ZqUNDYLnBxUoDGcPnmg6cbV6SxD,hour-before,1787262102,2026-08-20T21:41:42+00:00,0.03899,1787262102,2026-08-20T21:41:42+00:00,56.15,1,2,9825408.854893,6140880.534308,3684528.3205850013,1.116297828,1.8378156369999998,97.76536377624,160.65256677867,fomo,bundler,,23,2029.667008380697,0.0,1.116297828,9825408.854893,3684528.3205850013,1,1.116297828,9825408.854893,3684528.3205850013,1,1.116297828,9825408.854893,3684528.3205850013,1,1.116297828,9825408.854893,3684528.3205850013,1,0,0,-6140880.534308,0,0,0,-6140880.534308,0,False,38.289760988585,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E4hbN7Ma1AtPc6sJjMim6qhxZWg7v1cE7XrBHkEMLVTu,final-ten-minutes,1787265404,2026-08-20T22:36:44+00:00,0.00078,1787265404,2026-08-20T22:36:44+00:00,1.117,1,0,2702013.588042,0,2702013.588042,0.98765432,0,86.271604852,0,,,,6,4030.78254718781,0.0,0.98765432,2702013.588042,2702013.588042,1,0.98765432,2702013.588042,2702013.588042,1,0.98765432,2702013.588042,2702013.588042,1,0.98765432,2702013.588042,2702013.588042,1,0.98765432,2702013.588042,2702013.588042,1,0.98765432,2702013.588042,2702013.588042,1,False,38.257569108042,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5y6PwWGj8q94Ype3gib19ss3orJC4TuZ6B3NQo1F3JVD,final-ten-minutes,1787265385,2026-08-20T22:36:25+00:00,0.001,1787265385,2026-08-20T22:36:25+00:00,1.433,1,0,3015880.080664,0,3015880.080664,0.977777777,0,85.42844437649,0,"axiom,photon",,,36,325.66357745245,0.0,0.977777777,3015880.080664,3015880.080664,1,0.977777777,3015880.080664,3015880.080664,1,0.977777777,3015880.080664,3015880.080664,1,0.977777777,3015880.080664,3015880.080664,1,0.977777777,3015880.080664,3015880.080664,1,0.977777777,3015880.080664,3015880.080664,1,False,38.215880052664,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6nsycacKxE3gmYYZuZ4rUfjXQADeyBCKt9DSXTFwnj1g,final-ten-minutes,1787265455,2026-08-20T22:37:35+00:00,0.00019,1787265455,2026-08-20T22:37:35+00:00,0.267,1,0,2451788.758334,0,2451788.758334,0.986666666,0,86.1853332751,0,,,,5,299.57206276827,0.0,0.986666666,2451788.758334,2451788.758334,1,0.986666666,2451788.758334,2451788.758334,1,0.986666666,2451788.758334,2451788.758334,1,0.986666666,2451788.758334,2451788.758334,1,0.986666666,2451788.758334,2451788.758334,1,0.986666666,2451788.758334,2451788.758334,1,False,37.97178873433399,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
