wallet,timing_class,first_buy_ts,first_buy_utc,first_buy_days_before_migration,last_buy_ts,last_buy_utc,last_buy_minutes_before_migration,buy_count_prebond,sell_count_prebond,buy_tokens_prebond,sell_tokens_prebond,net_tokens_prebond,buy_sol_prebond,sell_sol_prebond,buy_usd_prebond,sell_usd_prebond,maker_tags,maker_token_tags,maker_event_tags,gmgn_total_trade_snapshot,gmgn_realized_profit_snapshot,gmgn_unrealized_profit_snapshot,buy_sol_7d,buy_tokens_7d,net_tokens_7d,buy_count_7d,buy_sol_24h,buy_tokens_24h,net_tokens_24h,buy_count_24h,buy_sol_6h,buy_tokens_6h,net_tokens_6h,buy_count_6h,buy_sol_1h,buy_tokens_1h,net_tokens_1h,buy_count_1h,buy_sol_30m,buy_tokens_30m,net_tokens_30m,buy_count_30m,buy_sol_10m,buy_tokens_10m,net_tokens_10m,buy_count_10m,launch_bundle,late_signal_score,currently_top_holder,holder_token_account,holder_rank,holder_addr_type,holder_exchange,holder_current_balance,holder_current_supply_pct,holder_current_usd_value,holder_start_holding_ts,holder_start_holding_utc,holder_start_minutes_before_migration,holder_holder_timing_class,holder_is_on_curve,holder_is_new,holder_is_suspicious,holder_transfer_in,holder_buy_volume_cur,holder_buy_amount_cur,holder_sell_volume_cur,holder_sell_amount_cur,holder_buy_tx_count_cur,holder_sell_tx_count_cur,holder_history_bought_cost,holder_history_sold_income,holder_profit,holder_profit_change,holder_realized_profit,holder_unrealized_profit,holder_avg_cost,holder_avg_sold,holder_native_funder,holder_native_funding_amount,holder_native_funding_ts,holder_native_funding_utc,holder_native_funding_tx,holder_token_transfer_type,holder_tags,holder_maker_token_tags,holder_gmgn_name,holder_gmgn_twitter_username,holder_wallet_created_ts,holder_wallet_created_utc
4Ev5acvKT64Fnww9JKM1cEa4mhzQQa9toPQGEyxh2hMs,hour-before,1787262095,2026-08-20T21:41:35+00:00,0.03907,1787262095,2026-08-20T21:41:35+00:00,56.267,1,0,3746087.500697,0,3746087.500697,0.287571315,0,25.18837148085,0,"axiom,trojan",,,9,3025.14397344153,0.0,0.287571315,3746087.500697,3746087.500697,1,0.287571315,3746087.500697,3746087.500697,1,0.287571315,3746087.500697,3746087.500697,1,0.287571315,3746087.500697,3746087.500697,1,0,0,0,0,0,0,0,0,False,12.660798265696998,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FuPEQDqRgu7NFwGYvAkFKapnJK16snkFuY822hMM58z2,hour-before,1787263958,2026-08-20T22:12:38+00:00,0.01751,1787263958,2026-08-20T22:12:38+00:00,25.217,1,0,1881081.531841,0,1881081.531841,0.342222222,0,29.89653331392,0,"axiom,padre",,,8,110.09581237915,0.0,0.342222222,1881081.531841,1881081.531841,1,0.342222222,1881081.531841,1881081.531841,1,0.342222222,1881081.531841,1881081.531841,1,0.342222222,1881081.531841,1881081.531841,1,0.342222222,1881081.531841,1881081.531841,1,0,0,0,0,False,12.489970413841,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANnDgPhr1e9p3ZkGLPMh5N5rvKMdqUwXtabM3LaM9XXA,final-ten-minutes,1787265445,2026-08-20T22:37:25+00:00,0.0003,1787265450,2026-08-20T22:37:30+00:00,0.35,3,0,807189.440548,0,807189.440548,0.322666664,0,28.1849331004,0,axiom,,,4,35.64745794651,0.0,0.322666664,807189.440548,807189.440548,3,0.322666664,807189.440548,807189.440548,3,0.322666664,807189.440548,807189.440548,3,0.322666664,807189.440548,807189.440548,3,0.322666664,807189.440548,807189.440548,3,0.322666664,807189.440548,807189.440548,3,False,12.423189344548,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7w75fZ3y3S2HeG6C9JFRVkLpob4Jf3bhGugkuVGtPMWD,old-holder,1783653767,2026-07-10T03:22:47+00:00,41.80213,1787254167,2026-08-20T19:29:27+00:00,188.4,3,6,18798262.563346,18798262.563346,0.0,1.11598719,2.000357469,93.76869927546,172.24917385685,"gmgn,paper_hands",top_holder,,9,75.89855609353,0.0,0.692174898,16100579.009915,0.0,2,0.692174898,16100579.009915,0.0,2,0.221280045,4896559.164406,-11204019.845509,1,0,0,-10498569.087161,0,0,0,0,0,0,0,0,0,False,11.903249021999999,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9RaD53aMMjuaiMcEbZxWCCjPv6FMje936VZBjw2hoY34,six-hours-before,1787254248,2026-08-20T19:30:48+00:00,0.1299,1787254248,2026-08-20T19:30:48+00:00,187.05,1,1,7819331.572355,7819331.572355,0.0,0.484989845,0.385843246,42.32506377315,33.7034075381,,,,2,-9.35300964798,0.0,0.484989845,7819331.572355,0.0,1,0.484989845,7819331.572355,0.0,1,0.484989845,7819331.572355,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,11.63975628,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALPHAwwwizeKVW7LePvrW6SEY7yKNkRfGg6v339FXwK,hour-before,1787262098,2026-08-20T21:41:38+00:00,0.03904,1787262098,2026-08-20T21:41:38+00:00,56.217,1,1,3550333.061484,3550333.061484,0.0,0.365434842,0.395912875,32.00843781078,34.67800872125,"axiom,fresh_wallet",,,2,2.00714490811,0.0,0.365434842,3550333.061484,0.0,1,0.365434842,3550333.061484,0.0,1,0.365434842,3550333.061484,0.0,1,0.365434842,3550333.061484,0.0,1,0,0,0,0,0,0,0,0,False,11.328480102,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HXAYJj7g4Dn8bmcGDJmcH1rwS9tEbNjLWizJo2EeFx2y,final-ten-minutes,1787265368,2026-08-20T22:36:08+00:00,0.00119,1787265368,2026-08-20T22:36:08+00:00,1.717,1,0,993000.067857,0,993000.067857,0.281230099,0,24.5795106526,0,axiom,,,6,67.10394708287,0.0,0.281230099,993000.067857,993000.067857,1,0.281230099,993000.067857,993000.067857,1,0.281230099,993000.067857,993000.067857,1,0.281230099,993000.067857,993000.067857,1,0.281230099,993000.067857,993000.067857,1,0.281230099,993000.067857,993000.067857,1,False,11.117283631857001,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUB1JdckZUAM6BDL1MdbY5DtvX8BQUMoXb7j693EugYw,hour-before,1787264712,2026-08-20T22:25:12+00:00,0.00878,1787264712,2026-08-20T22:25:12+00:00,12.65,1,0,1762298.823796,0,1762298.823796,0.278361794,0,24.36779144676,0,,,,1,-0.2325418250098952,0.0,0.278361794,1762298.823796,1762298.823796,1,0.278361794,1762298.823796,1762298.823796,1,0.278361794,1762298.823796,1762298.823796,1,0.278361794,1762298.823796,1762298.823796,1,0.278361794,1762298.823796,1762298.823796,1,0,0,0,0,False,10.391514437796,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8U2DvxLvpUDN1snRebaJY2QxQTF4Hzj4RbXCAqV6gL8K,hour-before,1787262455,2026-08-20T21:47:35+00:00,0.03491,1787262455,2026-08-20T21:47:35+00:00,50.267,1,1,2859231.080271,2859231.080271,0.0,0.321715147,0.250757847,28.16616111985,21.96137224026,gmgn,,,2,-6.69010824529,0.0,0.321715147,2859231.080271,0.0,1,0.321715147,2859231.080271,0.0,1,0.321715147,2859231.080271,0.0,1,0.321715147,2859231.080271,0.0,1,0,0,0,0,0,0,0,0,False,9.973169557,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HwLUyAPykbPgkotArMazDsNUn7uMyCSBMjm3drDHSBfw,six-hours-before,1787254243,2026-08-20T19:30:43+00:00,0.12995,1787254243,2026-08-20T19:30:43+00:00,187.133,1,1,7287421.644025,7287421.644025,0.0,0.395061727,0.449458671,34.48098753256,39.20627987133,,bundler,,2,3.88478264207,0.0,0.395061727,7287421.644025,0.0,1,0.395061727,7287421.644025,0.0,1,0.395061727,7287421.644025,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,9.481481448,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fE58Ubmhu5CHjzr5SNHXW5GV8isi8AcTjN64prRmP5W,hour-before,1787262094,2026-08-20T21:41:34+00:00,0.03909,1787262094,2026-08-20T21:41:34+00:00,56.283,1,1,4146590.457109,4146590.457109,0.0,0.303112928,1.200870085,26.54966136352,104.94403672815,,,,2,77.12502750382,0.0,0.303112928,4146590.457109,0.0,1,0.303112928,4146590.457109,0.0,1,0.303112928,4146590.457109,0.0,1,0.303112928,4146590.457109,0.0,1,0,0,-4146590.457109,0,0,0,-4146590.457109,0,False,9.396500768,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FXLRQAYuGKKsWoSHVsMxU3UoAfjbHY8dySinUeP4FkYP,hour-before,1787262095,2026-08-20T21:41:35+00:00,0.03907,1787262095,2026-08-20T21:41:35+00:00,56.267,1,1,4036583.317792,4036583.317792,0.0,0.301847006,0.929417377,26.43877925554,81.15672535964,,,,2,53.67563905925,0.0,0.301847006,4036583.317792,0.0,1,0.301847006,4036583.317792,0.0,1,0.301847006,4036583.317792,0.0,1,0.301847006,4036583.317792,0.0,1,0,0,0,0,0,0,0,0,False,9.357257185999998,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGsAe9izritVAnfK52GQeRJUaNn7dXjhJRMBpKyf3RnT,hour-before,1787262742,2026-08-20T21:52:22+00:00,0.03159,1787262742,2026-08-20T21:52:22+00:00,45.483,1,1,3222793.8898,3222793.8898,0.0,0.301649274,0.756654926,26.41844341692,66.07110813832,,,,2,38.75386540534,0.0,0.301649274,3222793.8898,0.0,1,0.301649274,3222793.8898,0.0,1,0.301649274,3222793.8898,0.0,1,0.301649274,3222793.8898,0.0,1,0,0,0,0,0,0,0,0,False,9.351127494000002,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EaEf6TH8Nd2SThZrPKLkR11U6NojWZEExVL4HiQ1XXuw,six-hours-before,1787254168,2026-08-20T19:29:28+00:00,0.13082,1787254168,2026-08-20T19:29:28+00:00,188.383,1,1,8012551.359938,8012551.359938,0.0,0.382794824,1.134313851,33.42947197992,99.30917765505,gmgn,,,2,64.6095874322,0.0,0.382794824,8012551.359938,0.0,1,0.382794824,8012551.359938,0.0,1,0.382794824,8012551.359938,0.0,1,0,0,-8012551.359938,0,0,0,0,0,0,0,0,0,False,9.187075776,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEYupP2jt3PSQZnrcPEsdp3SZNY8J8YUchG3sieoRbfL,final-ten-minutes,1787265235,2026-08-20T22:33:55+00:00,0.00273,1787265235,2026-08-20T22:33:55+00:00,3.933,1,0,720346.461813,0,720346.461813,0.213344902,0,18.64847788382,0,bluechip_owner,,,98,235.02071648578953,0.0,0.213344902,720346.461813,720346.461813,1,0.213344902,720346.461813,720346.461813,1,0.213344902,720346.461813,720346.461813,1,0.213344902,720346.461813,720346.461813,1,0.213344902,720346.461813,720346.461813,1,0.213344902,720346.461813,720346.461813,1,False,8.400762933813,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BehHTFAmVi4E4eTKmxAEGU1JZuCMwAHsb558xhsFPtUn,hour-before,1787262487,2026-08-20T21:48:07+00:00,0.03454,1787262487,2026-08-20T21:48:07+00:00,49.733,1,1,1925384.548997,1925384.548997,0.0,0.269106902,0.200784625,23.5603092701,17.5766860725,,,,2,-6.38352904656,0.0,0.269106902,1925384.548997,0.0,1,0.269106902,1925384.548997,0.0,1,0.269106902,1925384.548997,0.0,1,0.269106902,1925384.548997,0.0,1,0,0,0,0,0,0,0,0,False,8.342313961999999,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GDRS2UQfxxzDtjSNFChFiUG4E3Eie8RNeb5dRHWTvBDN,hour-before,1787262973,2026-08-20T21:56:13+00:00,0.02891,1787263267,2026-08-20T22:01:07+00:00,36.733,3,1,1514479.728103,1514479.728103,0.0,0.25679012,0.312256153,22.4691355,27.27869752608,,,,6,4.62888059358,0.0,0.25679012,1514479.728103,0.0,3,0.25679012,1514479.728103,0.0,3,0.25679012,1514479.728103,0.0,3,0.25679012,1514479.728103,0.0,3,0,0,0,0,0,0,0,0,False,7.9604937200000006,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7BD7SE6e8T2CrmvryVBd1aEF3z1XKeTY29B2sKYJycwM,hour-before,1787262102,2026-08-20T21:41:42+00:00,0.03899,1787262102,2026-08-20T21:41:42+00:00,56.15,1,1,2167628.626056,2167628.626056,0.0,0.251894941,0.196913492,22.06095893278,17.23780708968,,bundler,,2,-5.20559511792,0.0,0.251894941,2167628.626056,0.0,1,0.251894941,2167628.626056,0.0,1,0.251894941,2167628.626056,0.0,1,0.251894941,2167628.626056,0.0,1,0,0,0,0,0,0,0,0,False,7.808743171,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7B8E7tMmkPe9WmA3fVUHcNFK5rRvfbkRNc9nn2RziWFT,hour-before,1787262094,2026-08-20T21:41:34+00:00,0.03909,1787262094,2026-08-20T21:41:34+00:00,56.283,1,1,3398651.241863,3398651.241863,0.0,0.251287365,0.756573224,22.01026030035,66.06397391968,,,,2,43.19685872691,0.0,0.251287365,3398651.241863,0.0,1,0.251287365,3398651.241863,0.0,1,0.251287365,3398651.241863,0.0,1,0.251287365,3398651.241863,0.0,1,0,0,0,0,0,0,0,0,False,7.789908314999999,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FcaFYzGhdBbvNFa5ipHpMLVhJ61beXYK7vTNmA7tHLbi,hour-before,1787262683,2026-08-20T21:51:23+00:00,0.03227,1787262683,2026-08-20T21:51:23+00:00,46.467,1,1,2090877.498374,2090877.498374,0.0,0.246913579,0.352605368,21.61975297724,30.84591759264,"fresh_wallet,padre",,,2,8.69142765712,0.0,0.246913579,2090877.498374,0.0,1,0.246913579,2090877.498374,0.0,1,0.246913579,2090877.498374,0.0,1,0.246913579,2090877.498374,0.0,1,0,0,0,0,0,0,0,0,False,7.654320949,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269X9CQeFn3dox73cwrtEXRvXPFJ3KHvXGtrmo32p7GM,hour-before,1787263299,2026-08-20T22:01:39+00:00,0.02514,1787263299,2026-08-20T22:01:39+00:00,36.2,1,2,1127513.371993,1127513.371993,0.0,0.237037036,0.32457083800000003,20.7288887982,28.36924392762,"gmgn,paper_hands",,,11,11.20212697584,0.0,0.237037036,1127513.371993,0.0,1,0.237037036,1127513.371993,0.0,1,0.237037036,1127513.371993,0.0,1,0.237037036,1127513.371993,0.0,1,0,0,-1127513.371993,0,0,0,-1127513.371993,0,False,7.348148116,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRqNfNxjEqoaJjRjmtCTQ76wNArDJJUkyM98m8vyzpxp,hour-before,1787264416,2026-08-20T22:20:16+00:00,0.01221,1787264416,2026-08-20T22:20:16+00:00,17.583,1,0,1027695.814194,0,1027695.814194,0.203251251,0,17.76009431238,0,,,,8,613.70626364153,0.0,0.203251251,1027695.814194,1027695.814194,1,0.203251251,1027695.814194,1027695.814194,1,0.203251251,1027695.814194,1027695.814194,1,0.203251251,1027695.814194,1027695.814194,1,0.203251251,1027695.814194,1027695.814194,1,0,0,0,0,False,7.328484595193999,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68UmihAjkWUcJ333TynMkKbPKthhTzYt7Gy65o1PsWLp,launch-window,1783652267,2026-07-10T02:57:47+00:00,41.81949,1787254916,2026-08-20T19:41:56+00:00,175.917,2,3,6962954.304729,6962954.304729,0.0,0.483089605,0.791118118,40.6465160736,68.29325106954,paper_hands,bundler,,5,26.58705818599,0.0,0.290933823,5439222.670195,0.0,1,0.290933823,5439222.670195,0.0,1,0.290933823,5439222.670195,0.0,1,0,0,-5439222.670195,0,0,0,0,0,0,0,0,0,True,6.982411751999999,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5Khag2TrqrFeCsbqinnFJqbv1oeSKTcBxs9bK2tr5T4o,day-before,1787241130,2026-08-20T15:52:10+00:00,0.28172,1787241130,2026-08-20T15:52:10+00:00,405.683,1,1,16620040.095575,16620040.095575,0.0,0.493827159,0.493827158,43.09629616593,43.1111108934,gmgn,,,2,-1.91353232682,0.0,0.493827159,16620040.095575,0.0,1,0.493827159,16620040.095575,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,6.9135802260000006,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CpbwtELHbjuF6LK1LcQQqP8A4UahEhCAaM1ppvgQjBsE,hour-before,1787262100,2026-08-20T21:41:40+00:00,0.03902,1787262100,2026-08-20T21:41:40+00:00,56.183,1,1,1974573.892281,1974573.892281,0.0,0.219428502,0.191663709,19.21754820516,16.78015772295,,,,2,-2.78847454569,0.0,0.219428502,1974573.892281,0.0,1,0.219428502,1974573.892281,0.0,1,0.219428502,1974573.892281,0.0,1,0.219428502,1974573.892281,0.0,1,0,0,0,0,0,0,0,0,False,6.802283562,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CjPnncBVuyxWcGw5rx9Rv4msBVmEquWM3YCtysj614MS,final-ten-minutes,1787265253,2026-08-20T22:34:13+00:00,0.00252,1787265253,2026-08-20T22:34:13+00:00,3.633,1,0,526785.38578,0,526785.38578,0.158512097,0,13.85078703586,0,,,,4,192.930505790185,0.0,0.158512097,526785.38578,526785.38578,1,0.158512097,526785.38578,526785.38578,1,0.158512097,526785.38578,526785.38578,1,0.158512097,526785.38578,526785.38578,1,0.158512097,526785.38578,526785.38578,1,0.158512097,526785.38578,526785.38578,1,False,6.23322087778,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7gDojuNci8E2jgbCTLpwhUbX3nBmeM2jyFopzYUFkxBn,hour-before,1787262095,2026-08-20T21:41:35+00:00,0.03907,1787262095,2026-08-20T21:41:35+00:00,56.267,1,1,2641767.413772,2641767.413772,0.0,0.200810677,0.597532734,17.58900719843,52.17655833288,,,,2,33.90462857775,0.0,0.200810677,2641767.413772,0.0,1,0.200810677,2641767.413772,0.0,1,0.200810677,2641767.413772,0.0,1,0.200810677,2641767.413772,0.0,1,0,0,0,0,0,0,0,0,False,6.225130987,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6qqLf6uaYU6aiSJBiM2n2W1NkTYb4WNDg3YHAdifkE4a,hour-before,1787262550,2026-08-20T21:49:10+00:00,0.03381,1787262550,2026-08-20T21:49:10+00:00,48.683,1,1,1323758.42936,1323758.42936,0.0,0.197530863,0.15655337,17.29777767291,13.7078130772,padre,,,2,-4.40425003404,0.0,0.197530863,1323758.42936,0.0,1,0.197530863,1323758.42936,0.0,1,0.197530863,1323758.42936,0.0,1,0.197530863,1323758.42936,0.0,1,0,0,0,0,0,0,0,0,False,6.123456753,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUY2nGtfg9gdbZa2b7sGNBPM13uJUdq5PeEyUtJVwVgP,six-hours-before,1787254167,2026-08-20T19:29:27+00:00,0.13083,1787254167,2026-08-20T19:29:27+00:00,188.4,1,1,5341700.906625,5341700.906625,0.0,0.248677934,0.791236401,21.71704397622,69.27274690755,,,,2,46.6821988265,0.0,0.248677934,5341700.906625,0.0,1,0.248677934,5341700.906625,0.0,1,0.248677934,5341700.906625,0.0,1,0,0,-5341700.906625,0,0,0,0,0,0,0,0,0,False,5.968270415999999,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YWzEJLhgobeRvYnqVhPRNRC36sEiB9KJWybkXdXoyyb,hour-before,1787263120,2026-08-20T21:58:40+00:00,0.02721,1787263120,2026-08-20T21:58:40+00:00,39.183,1,0,914980.108972,0,914980.108972,0.150000001,0,13.12350008749,0,trojan,,,33,601.03934465326,0.0,0.150000001,914980.108972,914980.108972,1,0.150000001,914980.108972,914980.108972,1,0.150000001,914980.108972,914980.108972,1,0.150000001,914980.108972,914980.108972,1,0,0,0,0,0,0,0,0,False,5.564980139972,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5qWZg4qNFrnNpd8pFRYRZzR9Us2YGmQBQu3jxrUz6iF,six-hours-before,1787244593,2026-08-20T16:49:53+00:00,0.24164,1787244758,2026-08-20T16:52:38+00:00,345.217,2,0,2701811.2835250003,0,2701811.2835250003,0.116071548,0,10.14993715404,0,axiom,top_holder,,6,810.06666061716,0.0,0.116071548,2701811.2835250003,2701811.2835250003,2,0.116071548,2701811.2835250003,2701811.2835250003,2,0.116071548,2701811.2835250003,2701811.2835250003,2,0,0,0,0,0,0,0,0,0,0,0,0,False,5.487528435525,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dn9AiXijfuPtN1PWtzaHGiLfDzrr6yvjpEcUWfM6e6WX,six-hours-before,1787254167,2026-08-20T19:29:27+00:00,0.13083,1787254167,2026-08-20T19:29:27+00:00,188.4,1,2,4451417.422188,4451417.422188,0.0,0.20471091,0.5185344239999999,17.8774037703,45.397607742679995,,,,3,26.90254677688,0.0,0.20471091,4451417.422188,0.0,1,0.20471091,4451417.422188,0.0,1,0.20471091,4451417.422188,0.0,1,0,0,-4451417.422188,0,0,0,0,0,0,0,0,0,False,4.91306184,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDxfFXqE6sXZvu5aenNu4rPKNqmdUdHj5rEwzVM51jpD,hour-before,1787264831,2026-08-20T22:27:11+00:00,0.00741,1787264831,2026-08-20T22:27:11+00:00,10.667,1,1,830450.817561,830450.817561,0.0,0.15802469,0.250705896,13.8208393874,21.92172354624,,,,2,7.71101098912,0.0,0.15802469,830450.817561,0.0,1,0.15802469,830450.817561,0.0,1,0.15802469,830450.817561,0.0,1,0.15802469,830450.817561,0.0,1,0.15802469,830450.817561,0.0,1,0,0,-830450.817561,0,False,4.89876539,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G51Uy1pM6pB7nYJJFVLu4sC6hLJ73kB39VnaRbHZJopd,six-hours-before,1787255486,2026-08-20T19:51:26+00:00,0.11557,1787255486,2026-08-20T19:51:26+00:00,166.417,1,1,3748623.004287,3748623.004287,0.0,0.197530863,0.186068003,17.23061717949,16.34049202346,,,,2,-1.34887006918,0.0,0.197530863,3748623.004287,0.0,1,0.197530863,3748623.004287,0.0,1,0.197530863,3748623.004287,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,4.740740712,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DsTvSBjcP6jQ1sqzXf6n5eHS4M3NPUxae3j4sBUWhmpV,hour-before,1787262095,2026-08-20T21:41:35+00:00,0.03907,1787262095,2026-08-20T21:41:35+00:00,56.267,1,1,2018291.658896,2018291.658896,0.0,0.152324916,0.480632692,13.34213939244,41.96884666544,,,,2,28.08110321015,0.0,0.152324916,2018291.658896,0.0,1,0.152324916,2018291.658896,0.0,1,0.152324916,2018291.658896,0.0,1,0.152324916,2018291.658896,0.0,1,0,0,0,0,0,0,0,0,False,4.722072396000001,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B8dTTE5FuquJisXw7FoZfFGzQzRqSUvGBTJvyDmsUDyF,six-hours-before,1787254170,2026-08-20T19:29:30+00:00,0.1308,1787254170,2026-08-20T19:29:30+00:00,188.35,1,1,4006275.679969,4006275.679969,0.0,0.194227437,0.581695773,16.95993979884,50.92746492615,gmgn,,,2,33.31349390829,0.0,0.194227437,4006275.679969,0.0,1,0.194227437,4006275.679969,0.0,1,0.194227437,4006275.679969,0.0,1,0,0,-4006275.679969,0,0,0,0,0,0,0,0,0,False,4.661458488,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3wDBpY1vSbzzGoZUo2613m52TmWMhPxsSU7XftsCaPUd,six-hours-before,1787254167,2026-08-20T19:29:27+00:00,0.13083,1787254167,2026-08-20T19:29:27+00:00,188.4,1,2,4006275.679969,4006275.6799689997,4.656612873077393e-10,0.188622103,0.43052889899999996,16.47236825499,37.69307537874,,,,3,20.68959089711,0.0,0.188622103,4006275.679969,4.656612873077393e-10,1,0.188622103,4006275.679969,4.656612873077393e-10,1,0.188622103,4006275.679969,4.656612873077393e-10,1,0,0,-4006275.6799689997,0,0,0,0,0,0,0,0,0,False,4.526930472000001,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4wYcR7rMiKgeWxq4D9goSnQ4TkCiVu7wAjxJ8PK7kpiv,hour-before,1787262198,2026-08-20T21:43:18+00:00,0.03788,1787262198,2026-08-20T21:43:18+00:00,54.55,1,0,1020120.780609,0,1020120.780609,0.110563171,0,9.67980562105,0,"fomo,fresh_wallet",,,6,2299.4970899157393,0.0,0.110563171,1020120.780609,1020120.780609,1,0.110563171,1020120.780609,1020120.780609,1,0.110563171,1020120.780609,1020120.780609,1,0.110563171,1020120.780609,1020120.780609,1,0,0,0,0,0,0,0,0,False,4.447579081609,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2xRZP24A9epitGmSUsxPgXsUZyrve7cqXQQRViNPxh1,hour-before,1787262092,2026-08-20T21:41:32+00:00,0.03911,1787262092,2026-08-20T21:41:32+00:00,56.317,1,0,1362364.514919,0,1362364.514919,0.098765431,0,8.64790113836,0,"axiom,fresh_wallet,gmgn",bundler,,2,49.17989557188,0.0,0.098765431,1362364.514919,1362364.514919,1,0.098765431,1362364.514919,1362364.514919,1,0.098765431,1362364.514919,1362364.514919,1,0.098765431,1362364.514919,1362364.514919,1,0,0,0,0,0,0,0,0,False,4.424092875919,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85nUFMSu76sWy9sYe6bt3pNU4HRNq9wWRxNbfmQHo2oz,final-ten-minutes,1787265396,2026-08-20T22:36:36+00:00,0.00087,1787265396,2026-08-20T22:36:36+00:00,1.25,1,0,313449.460755,0,313449.460755,0.112964868,0,9.86974051716,0,,,,2,8.57691923889,0.0,0.112964868,313449.460755,313449.460755,1,0.112964868,313449.460755,313449.460755,1,0.112964868,313449.460755,313449.460755,1,0.112964868,313449.460755,313449.460755,1,0.112964868,313449.460755,313449.460755,1,0.112964868,313449.460755,313449.460755,1,False,4.380184708755,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GbPGywmVk4BVxF4F6LZ8fn1xrtQ8dLnDmiYgmkvNHTQS,hour-before,1787262096,2026-08-20T21:41:36+00:00,0.03906,1787262096,2026-08-20T21:41:36+00:00,56.25,1,0,992337.902948,0,992337.902948,0.098765431,0,8.65086410129,0,gmgn,bundler,,30,1570.62871218728,0.0,0.098765431,992337.902948,992337.902948,1,0.098765431,992337.902948,992337.902948,1,0.098765431,992337.902948,992337.902948,1,0.098765431,992337.902948,992337.902948,1,0,0,0,0,0,0,0,0,False,4.054066263948,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
